url,source_file,source_sha256,source_bytes,markdown_file,markdown_bytes,markdown_sha256,engine,engine_version,ocr,pages,characters,nonspace_characters,lines,headings,table_rows,replacement_characters,empty_pages,low_text,status,error,seconds
https://www.centralbank.ie/docs/default-source/financial-system/statement-of-commitment-to-the-fx-global-code.pdf,files\www.centralbank.ie\_long\845346a60da869614da42c47\statement-of-commitment-to-the-fx-global-code__u-845346a60da8.pdf,9131f3f4ef46f900c63a586270de6cb9945bb0890a1cc225633055ed83573362,438643,markdown\91\31\9131f3f4ef46f900c63a586270de6cb9945bb0890a1cc225633055ed83573362.md,696,dd2ea405bdfb91c8e4e1e2ffbcb9a3188b12628e22162a960bbe989e9117f5c6,pymupdf4llm,1.28.2,False,1,0,0,0,0,0,0,1,True,low_text,,0.625
