sha256,format,bytes,source,dataset_title,resource_name,local_path,canonical_url,url_alias_count,all_urls,referrers
5cc37baffe4812f4272ecb2072912e9f79dbc8100068b7224d21ca720af3533b,CSV,228,documents,,,files\www.centralbank.ie\_long\da794f23522a5e867e21add3\figure-16__q-f0c3c89cb5__u-da794f23522a.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-16.csv?sfvrsn=ee586e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-16.csv?sfvrsn=ee586e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
f64a3cadc5b45285339e759ad8024e688d271cb13763d8aa43dcda4a8a69948a,CSV,3273,documents,,,files\www.centralbank.ie\_long\a0ad28aaeccd907835be2014\figure-17__q-70457831bc__u-a0ad28aaeccd.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-17.csv?sfvrsn=d8586e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-17.csv?sfvrsn=d8586e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
6a85c33660d83080e94fb4b3d0d23fae15d28d5a0768a52adf40bf4f38e57b53,CSV,364,documents,,,files\www.centralbank.ie\_long\8a7c0f0f1173d60bd59f66ee\figure-18__q-60c9db0ada__u-8a7c0f0f1173.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-18.csv?sfvrsn=cf586e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-18.csv?sfvrsn=cf586e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
221087b84e367366d66897346dc907f44a0d8543603e82e281ac9fcd3e2aaad3,CSV,1992,documents,,,files\www.centralbank.ie\_long\7b331a56c4e45d0351156cd6\figure-19__q-882eba7703__u-7b331a56c4e4.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-19.csv?sfvrsn=c4586e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-19.csv?sfvrsn=c4586e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
0032c47d3db62e40d5f1a3667b5f383b4ca60d9a0b36cc71e0d7cfe2e05044ae,CSV,3230,documents,,,files\www.centralbank.ie\_long\be800794019caafd0a0778f0\figure-2__q-240399db7b__u-be800794019c.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-2.csv?sfvrsn=f6596e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-2.csv?sfvrsn=f6596e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
ab95a31dc974990832124d7e071a47fed0c1b3b0897386265870abaad782022e,CSV,487,documents,,,files\www.centralbank.ie\_long\80173b54b12ee574aa831855\figure-20__q-dc59bcf2e3__u-80173b54b12e.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-20.csv?sfvrsn=23586e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-20.csv?sfvrsn=23586e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
95bc02ebac02781943aadf35afa78e0f3458621577c3da2e5e0aa267e518b24c,CSV,177,documents,,,files\www.centralbank.ie\_long\f8123ca04b670af4bbaaba11\figure-21__q-28df680e5b__u-f8123ca04b67.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-21.csv?sfvrsn=586e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-21.csv?sfvrsn=586e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
b6d8e23c96957ecb7f3dbc9df59e2ca30688fa071af9bb54d4628f428a281a9d,CSV,222,documents,,,files\www.centralbank.ie\_long\9ff2a27d41f9683b4a666cd9\figure-22__q-bc660e805c__u-9ff2a27d41f9.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-22.csv?sfvrsn=77586e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-22.csv?sfvrsn=77586e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
882bf0dffd6defd7e5613d75b1d6bbe858515615efbfe190add0beee9ce0a625,CSV,1073,documents,,,files\www.centralbank.ie\_long\51c70411249103961cd9f780\figure-23__q-c7f40b1e4c__u-51c704112491.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-23.csv?sfvrsn=53586e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-23.csv?sfvrsn=53586e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
3f90e8f0d4fbb960179146ccf7a440d8f9be29aa1ad678ea90d97b3cf3eb4e51,CSV,192,documents,,,files\www.centralbank.ie\_long\e18fa0c1e04abb9c344d1ae6\figure-24__q-db898e0ea5__u-e18fa0c1e04a.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-24.csv?sfvrsn=b0596e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-24.csv?sfvrsn=b0596e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
d26435f2d61e7b173ae757ac28a4ae3d08d4e2a32b7f9db7137d198d8de8f18e,CSV,3701,documents,,,files\www.centralbank.ie\_long\31780936c1a0f7fb9e186dc4\figure-3__q-80a8a55a48__u-31780936c1a0.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-3.csv?sfvrsn=d9596e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-3.csv?sfvrsn=d9596e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
07ae57fcd6f5e19e90d4549fd5671f16ce2b94d4d9332f52eb3397ff3880a79a,CSV,358,documents,,,files\www.centralbank.ie\_long\4c02f03c7eede7d20c8407cc\figure-4__q-059ae6365e__u-4c02f03c7eed.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-4.csv?sfvrsn=ce596e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-4.csv?sfvrsn=ce596e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
54faa5249a40dbc27df9f142a50218595ef347a831883c575f9bd8adff6bae2b,CSV,221,documents,,,files\www.centralbank.ie\_long\f9ef996cd48b030fe7734404\figure-5__q-74e5c94f6c__u-f9ef996cd48b.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-5.csv?sfvrsn=c3596e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-5.csv?sfvrsn=c3596e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
37a036ca4f85935935cb69c606d8bbc9d3ef48b0ff63eb63fcf08b62ca456da8,CSV,22590,documents,,,files\www.centralbank.ie\_long\5ebfa17b540a1e04ff91830f\figure-6__q-44d458f75e__u-5ebfa17b540a.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-6.csv?sfvrsn=33596e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-6.csv?sfvrsn=33596e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
26c40745957d08e6ea713b9991667268c913dc7bc05c10755615f619e20cee48,CSV,415,documents,,,files\www.centralbank.ie\_long\200a255416782441860400c6\figure-7__q-7406f8f192__u-200a25541678.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-7.csv?sfvrsn=15596e1a_2,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-7.csv?sfvrsn=15596e1a_2,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
426a54c8b63c2e801d413eb2c07051f693533a673297e2d6fce24606c98a39b8,CSV,280,documents,,,files\www.centralbank.ie\_long\f11399220c46d2a5e69cffe5\figure-8__q-c65d550db4__u-f11399220c46.csv,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-8.csv?sfvrsn=1596e1a_1,1,https://www.centralbank.ie/docs/default-source/publications/quarterly-bulletins/quarterly-bulletin-3-csvs/figure-8.csv?sfvrsn=1596e1a_1,https://www.centralbank.ie/publication/quarterly-bulletins/quarterly-bulletin-q3-2025
