url,source_urls,alias_count,source_file,source_sha256,source_bytes,format,pipeline_version,markdown_file,markdown_bytes,markdown_sha256,engine,page_basis,pages,characters,nonspace_characters,lines,replacement_characters,empty_pages,low_text,max_page_characters,repeated_line_share,source_text_characters,output_expansion_ratio,status,error,format_mismatch
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/authorisation-process/ucits-management-company---business-plan-checklist.docx?sfvrsn=4494a31d_7,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/authorisation-process/ucits-management-company---business-plan-checklist.docx?sfvrsn=4494a31d_7,1,files/www.centralbank.ie/_long/8fa8557219d79fb55236a105/ucits-management-company---business-plan-checklist__q-064a59.docx,bfd14b727a2217af1494d45e5f3fcc9cf7425cb1c53c81589f729f3f23f1f3ca,1725437,DOCX,office-0.3.0,markdown/bf/d1/bfd14b727a2217af1494d45e5f3fcc9cf7425cb1c53c81589f729f3f23f1f3ca.md,51154,581d91ea638ec561d59f00ca1844030860dbea5ab8a0575110b93526ebb9cd90,ooxml-body-order 1.0,explicit-page-break,14,49251,34948,669,0,0,False,17535,0.0118,34790,1.4153,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/forms/ucits-man-co-art-17-18-notification-letter.docx?sfvrsn=7c5a611a_2,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/forms/ucits-man-co-art-17-18-notification-letter.docx?sfvrsn=7c5a611a_2,1,files/www.centralbank.ie/_long/6a9386a75d2685e036c5f1d1/ucits-man-co-art-17-18-notification-letter__q-177c409427__u-.docx,2afeda81d830490b2f538592996a9b67243e6d7095d47ffedae1d8102f6ec89c,248647,DOCX,office-0.3.0,markdown/2a/fe/2afeda81d830490b2f538592996a9b67243e6d7095d47ffedae1d8102f6ec89c.md,12948,a6767fb6189b39ebc92898e32d718079cfe35f6f6e70e03d96f0a7d6db3b2b8f,ooxml-body-order 1.0,explicit-page-break,3,11580,9554,195,0,0,False,4778,0.0832,10919,1.0604,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/forms/ucits-man-co-art-18-passporting-out-(freedom-of-services)-checklist.docx?sfvrsn=6a77bc1d_3,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/forms/ucits-man-co-art-18-passporting-out-(freedom-of-services)-checklist.docx?sfvrsn=6a77bc1d_3,1,files/www.centralbank.ie/_long/2b9c438ee9ef8f96e72dd519/ucits-man-co-art-18-passporting-out-(freedom-of-services)-ch.docx,9d311cf3e3ef0fd70f2b60df1ba8f88b31eafe647b156af22cd5451acefc42bb,77532,DOCX,office-0.3.0,markdown/9d/31/9d311cf3e3ef0fd70f2b60df1ba8f88b31eafe647b156af22cd5451acefc42bb.md,7457,3367ca96ea11b56c0c07771a40c0211866b25a0fa032c87e0e1983369de04f06,ooxml-body-order 1.0,explicit-page-break,2,6211,4975,81,0,0,False,3535,0.0,5441,1.1413,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/forms/ucits-man-co-art-20-notification-letter.docx?sfvrsn=225a611a_1,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/forms/ucits-man-co-art-20-notification-letter.docx?sfvrsn=225a611a_1,1,files/www.centralbank.ie/_long/94047b8cbdd97ce9ab32c12c/ucits-man-co-art-20-notification-letter__q-8989cefac0__u-940.docx,56dd987e3db23f3567ad29569d92e58a4c271c2c2cc9dbd922c51b85b25933e1,243002,DOCX,office-0.3.0,markdown/56/dd/56dd987e3db23f3567ad29569d92e58a4c271c2c2cc9dbd922c51b85b25933e1.md,6167,594d5987f4f5a60719b98067befe2c06a05198c2085c652152a7310232d5fd11,ooxml-body-order 1.0,explicit-page-break,4,4858,4000,109,0,0,False,1626,0.0298,4492,1.0808,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/forms/ucits-self-managed-investment-company-business-plan-checklist-march-2017.docx?sfvrsn=32d1a61d_7,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds-service-providers/ucits-management-companies/forms/ucits-self-managed-investment-company-business-plan-checklist-march-2017.docx?sfvrsn=32d1a61d_7,1,files/www.centralbank.ie/_long/cd19be7e4189a9833d1bdbc4/ucits-self-managed-investment-company-business-plan-checklis.docx,52c60f51aad678cbb19d66a56a0e8ca5d7761cc101b08e0e32d01eb686ed9ed5,1746013,DOCX,office-0.3.0,markdown/52/c6/52c60f51aad678cbb19d66a56a0e8ca5d7761cc101b08e0e32d01eb686ed9ed5.md,32315,68607a0d364e0f19057ce96b3a9151f43ea6f127a743caad85f65e56d2feb41d,ooxml-body-order 1.0,explicit-page-break,6,30857,20476,429,0,0,False,25468,0.0017,19016,1.6224,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-1-money-market-riaif-(may-2018).doc?sfvrsn=8fabad1d_2,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-1-money-market-riaif-(may-2018).doc?sfvrsn=8fabad1d_2,1,files\www.centralbank.ie\_long\45249e029bd9ce889cb030c7\appendix-1-money-market-riaif-(may-2018)__q-13ff4863a1__u-452.doc,1e8e7b2435b9dcc6392cd9031a40367ee3dfa0ab9bf43407f0f26fdbbf1ef312,444416,DOC,,markdown/1e/8e/1e8e7b2435b9dcc6392cd9031a40367ee3dfa0ab9bf43407f0f26fdbbf1ef312.md,8430,c8c2dac7710f9bece4c60ddc2c5bb0bf45a6da65233923d36d8fd5b44b044ed3,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,7315,5564,136,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-2-guaranteed-retail-investor-aifs6baecb134644629bacc1ff0000269695.doc?sfvrsn=3be8a91d_5,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-2-guaranteed-retail-investor-aifs6baecb134644629bacc1ff0000269695.doc?sfvrsn=3be8a91d_5,1,files\www.centralbank.ie\_long\b6d9ff2c9b89703f9c2a64f7\appendix-2-guaranteed-retail-investor-aifs6baecb134644629bacc.doc,d5cb543a9ebbda93e23866525fb4de0f4ce53f473e9f71945f3bebbe1d6d98b5,102912,DOC,,markdown/d5/cb/d5cb543a9ebbda93e23866525fb4de0f4ce53f473e9f71945f3bebbe1d6d98b5.md,4359,3b75c51a66dd18c89af642c3f601219d1f68128318b95aaab1a9601798be8e68,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,3170,2463,41,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-3-valuation-provisions88aecb134644629bacc1ff0000269695.doc?sfvrsn=22e8a91d_5,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-3-valuation-provisions88aecb134644629bacc1ff0000269695.doc?sfvrsn=22e8a91d_5,1,files\www.centralbank.ie\_long\466df006be6b587aff51c82e\appendix-3-valuation-provisions88aecb134644629bacc1ff00002696.doc,20b4d6dc79f35c48de95a2c383e0c26550ef05fa41e2ab22dc8abd60b37f13e6,495104,DOC,,markdown/20/b4/20b4d6dc79f35c48de95a2c383e0c26550ef05fa41e2ab22dc8abd60b37f13e6.md,10595,b15529a32196ee2494391e6773d7cd9854259c25a4db6a69521f4c55523dde4a,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,9405,7168,172,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-4-fund-of-unregulated-fundsecaecb134644629bacc1ff0000269695.doc?sfvrsn=48efa91d_5,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-4-fund-of-unregulated-fundsecaecb134644629bacc1ff0000269695.doc?sfvrsn=48efa91d_5,1,files\www.centralbank.ie\_long\96b3b485d3404aef3345aaf0\appendix-4-fund-of-unregulated-fundsecaecb134644629bacc1ff000.doc,4abc8f5153de49592632d3d8748ef08fec6f2d58d05eef30b0c2f6eb3e855f7a,134144,DOC,,markdown/4a/bc/4abc8f5153de49592632d3d8748ef08fec6f2d58d05eef30b0c2f6eb3e855f7a.md,8129,cf6e3621ef1096def67ced670db1f0f54eb4c9e9a446d0c0b4e939fc062ffefc,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,6956,5541,90,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-5-fund-of-which-invest-in-other-funds08afcb134644629bacc1ff0000269695.doc?sfvrsn=2fe8a91d_5,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-5-fund-of-which-invest-in-other-funds08afcb134644629bacc1ff0000269695.doc?sfvrsn=2fe8a91d_5,1,files\www.centralbank.ie\_long\a13093d05248e375cc5c0c52\appendix-5-fund-of-which-invest-in-other-funds08afcb134644629.doc,20726b15c9ea55a19d9f37cd35cf2e62ba2b8135fcba82cc4212afd060865e30,114176,DOC,,markdown/20/72/20726b15c9ea55a19d9f37cd35cf2e62ba2b8135fcba82cc4212afd060865e30.md,3340,2a1426d882e154a5a7945499b96102feb1ae60b62dce1811fdd217baf7735f14,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,2147,1544,46,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-6-real-estate-funds24afcb134644629bacc1ff0000269695.doc?sfvrsn=28e8a91d_5,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-6-real-estate-funds24afcb134644629bacc1ff0000269695.doc?sfvrsn=28e8a91d_5,1,files\www.centralbank.ie\_long\35ab908de8ceaba37058f8e1\appendix-6-real-estate-funds24afcb134644629bacc1ff0000269695_.doc,76833091d3441db4535c097f8b39c36793ec6dee9a875710054c72a61b770cc8,123392,DOC,,markdown/76/83/76833091d3441db4535c097f8b39c36793ec6dee9a875710054c72a61b770cc8.md,4809,47384f7e757a29652742e32cc342a8beff0a4b2df1ce91daf763e529472fb082,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,3654,2747,55,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-7-venture-or-development-capital-or-private-equity-retail-investor-aifs40afcb134644629bacc1ff0000269695.doc?sfvrsn=3ee8a91d_5,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/appendix-7-venture-or-development-capital-or-private-equity-retail-investor-aifs40afcb134644629bacc1ff0000269695.doc?sfvrsn=3ee8a91d_5,1,files\www.centralbank.ie\_long\f2f98f18ea6657018f47299b\appendix-7-venture-or-development-capital-or-private-equity-r.doc,8a5151f695355c9841a9082e4d19e64837d6cb16cef1a9865ac5b887a8fe92c4,94720,DOC,,markdown/8a/51/8a5151f695355c9841a9082e4d19e64837d6cb16cef1a9865ac5b887a8fe92c4.md,4165,1ed247484002452a2794aeaa5c97b165b2832d580342cb68cd7ee5f483883c52,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,2905,2276,35,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/eltif-applicant-confirmation-for-fund-application.docx?sfvrsn=4560631a_1,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/eltif-applicant-confirmation-for-fund-application.docx?sfvrsn=4560631a_1,1,files/www.centralbank.ie/_long/61ddac5ecf7d65112a89ea80/eltif-applicant-confirmation-for-fund-application__q-9461292.docx,a5c7eced976508f1a32ea1966f3f081afd2d4d5badc924fc1c34dac91ddd9fbd,318654,DOCX,office-0.3.0,markdown/a5/c7/a5c7eced976508f1a32ea1966f3f081afd2d4d5badc924fc1c34dac91ddd9fbd.md,5085,a4d5b7e7a264ae09d68afaaf9b2c990a41efafab1569b171705a866f99ab08ee,ooxml-body-order 1.0,explicit-page-break,3,3838,3319,55,0,0,False,3413,0.0,3768,1.018,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/eltif-application-confirmation-for-sub-fund-application.docx?sfvrsn=9f61631a_1,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/eltif-application-confirmation-for-sub-fund-application.docx?sfvrsn=9f61631a_1,1,files/www.centralbank.ie/_long/4288840df41c295654c75dc6/eltif-application-confirmation-for-sub-fund-application__q-c.docx,5ed8803da124497faffef9b5f4502f6edb17e25ef8fb183ebf38ce7e1d9f2e75,314082,DOCX,office-0.3.0,markdown/5e/d8/5ed8803da124497faffef9b5f4502f6edb17e25ef8fb183ebf38ce7e1d9f2e75.md,4072,2d91b67a81e00f1be562f070e863f5d3b23ed0c12a9b2b77a941ba6eb14628ac,ooxml-body-order 1.0,explicit-page-break,3,2881,2476,41,0,0,False,2078,0.0,2823,1.0198,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-3-deed-of-constitutionfeb1cb134644629bacc1ff0000269695.docx?sfvrsn=13e8a91d_13,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-3-deed-of-constitutionfeb1cb134644629bacc1ff0000269695.docx?sfvrsn=13e8a91d_13,1,files/www.centralbank.ie/_long/885fb4c53f4af9d29cb7cad4/qualifying-investor-aif-application-form-section-3-deed-of-c.docx,d31947107d118838dfffeb9e12185bc1d8ca34c8d830384df2e5609a28472369,381429,DOCX,office-0.3.0,markdown/d3/19/d31947107d118838dfffeb9e12185bc1d8ca34c8d830384df2e5609a28472369.md,77174,18b8fc33f5446e448419d1ccc6ca032bc21e95379149ea0b12ef4d08c5603fdb,ooxml-body-order 1.0,explicit-page-break,4,75787,47534,659,0,0,False,74979,0.002,42686,1.7754,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-3-instrument-of-incorporationc0b2cb134644629bacc1ff0000269695.docx?sfvrsn=c4e8a91d_9,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-3-instrument-of-incorporationc0b2cb134644629bacc1ff0000269695.docx?sfvrsn=c4e8a91d_9,1,files/www.centralbank.ie/_long/632d75fe7270c800cbdcf17a/qualifying-investor-aif-application-form-section-3-instrumen.docx,3c3570c875a2a1983773cc6b56e776e321e0e4d8543e106f3a2c147deac93807,360556,DOCX,office-0.3.0,markdown/3c/35/3c3570c875a2a1983773cc6b56e776e321e0e4d8543e106f3a2c147deac93807.md,36363,43e453159baaa4482e1807a1913112539e89a52d09187f56b705c6d3877d65db,ooxml-body-order 1.0,explicit-page-break,3,35040,24287,420,0,0,False,34458,0.0,23944,1.4633,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-3-memorandum-and-articles94afcb134644629bacc1ff0000269695.docx?sfvrsn=19e8a91d_10,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-3-memorandum-and-articles94afcb134644629bacc1ff0000269695.docx?sfvrsn=19e8a91d_10,1,files/www.centralbank.ie/_long/d46a3ec8ddb207a2a40cde7f/qualifying-investor-aif-application-form-section-3-memorandu.docx,ca5d3d1211862a916bc83e3fab56550a9f2f47becfdb56c3cac327cfa8561ee8,362327,DOCX,office-0.3.0,markdown/ca/5d/ca5d3d1211862a916bc83e3fab56550a9f2f47becfdb56c3cac327cfa8561ee8.md,32593,95cd7c87934aa7177a95d20e6f6459d025ebde157b8dc45815822a03cb1322dd,ooxml-body-order 1.0,explicit-page-break,3,31272,22748,421,0,0,False,30654,0.0,23441,1.334,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-3-trust-deeda3b2cb134644629bacc1ff0000269695.docx?sfvrsn=16e8a91d_9,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-3-trust-deeda3b2cb134644629bacc1ff0000269695.docx?sfvrsn=16e8a91d_9,1,files/www.centralbank.ie/_long/8485b17f353e3b941536fb83/qualifying-investor-aif-application-form-section-3-trust-dee.docx,83e1b3524165437cf9c1bfcc7daf86cd2565d19913e343a87e4dff84ec551095,379136,DOCX,office-0.3.0,markdown/83/e1/83e1b3524165437cf9c1bfcc7daf86cd2565d19913e343a87e4dff84ec551095.md,65733,bcf3a977ce065dac79f157457209317a97e89513cf17221a6b732d49b104fd28,ooxml-body-order 1.0,explicit-page-break,3,64418,43941,664,0,0,False,63865,0.0045,43136,1.4933,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-4-depository-agreemente4b3cb134644629bacc1ff0000269695.docx?sfvrsn=3f7a91d_7,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-4-depository-agreemente4b3cb134644629bacc1ff0000269695.docx?sfvrsn=3f7a91d_7,1,files/www.centralbank.ie/_long/33731269b4622f8a04d6c832/qualifying-investor-aif-application-form-section-4-depositor.docx,4450e312cd2754979570899a33767b54c13085c3760692742ba19de9039b6f98,357846,DOCX,office-0.3.0,markdown/44/50/4450e312cd2754979570899a33767b54c13085c3760692742ba19de9039b6f98.md,29402,e398e2e9cf813fba7691f4d13f419046b5392cfd2c7f3807dd22ff0a388dc353,ooxml-body-order 1.0,explicit-page-break,3,28075,20389,312,0,0,False,27436,0.0024,21549,1.3028,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-6.doc?sfvrsn=2db0ad1d_4,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-6.doc?sfvrsn=2db0ad1d_4,1,files\www.centralbank.ie\_long\e3ba8ef9a8ffaba7eb515195\qualifying-investor-aif-application-form-section-6__q-312e8e9.doc,a84524558e89bb5c4a43ef73eda5ea98187b546575c95d06b8c6d63d0a01a1f2,368640,DOC,,markdown/a8/45/a84524558e89bb5c4a43ef73eda5ea98187b546575c95d06b8c6d63d0a01a1f2.md,6269,fce5753ac240f8b7c85a60ee4a3f1d9365868ab96b679da7742ef486088d873c,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,5120,4087,142,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-9-investment-limited-partnership-agreement47b3cb134644629bacc1ff0000269695.docx?sfvrsn=b9e8a91d_13,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-application-form-section-9-investment-limited-partnership-agreement47b3cb134644629bacc1ff0000269695.docx?sfvrsn=b9e8a91d_13,1,files/www.centralbank.ie/_long/1e5758672e1df816f0e609ab/qualifying-investor-aif-application-form-section-9-investmen.docx,ff50ba6aaf4d63f9539f43c1e159c97fc820470bafa23a6bb83aff84e95144aa,375070,DOCX,office-0.3.0,markdown/ff/50/ff50ba6aaf4d63f9539f43c1e159c97fc820470bafa23a6bb83aff84e95144aa.md,53298,78aba2a868cd11fe667d2370172a4bb505622b036df425097bde9df5f69952f7,ooxml-body-order 1.0,explicit-page-break,3,51911,38356,509,0,0,False,51170,0.0031,40480,1.2823,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-onr-access-request-formd8b1cb134644629bacc1ff0000269695.doc?sfvrsn=bce8a91d_15,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/qualifying-investor-aif-onr-access-request-formd8b1cb134644629bacc1ff0000269695.doc?sfvrsn=bce8a91d_15,1,files\www.centralbank.ie\_long\4d927c22b5f7c4bc6f945226\qualifying-investor-aif-onr-access-request-formd8b1cb13464462.doc,6373fda552f34ed672a6ec67f1bd14b3d826bb92954d5f4b1d09d3404130a4a2,359936,DOC,,markdown/63/73/6373fda552f34ed672a6ec67f1bd14b3d826bb92954d5f4b1d09d3404130a4a2.md,3101,26f190145d25ff308685fb42c1b6a210a038f425d8c7f1f1bc0129ae8824a7ff,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,1896,1442,77,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-1.docx?sfvrsn=a7e5a91d_28,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-1.docx?sfvrsn=a7e5a91d_28,1,files/www.centralbank.ie/_long/a97c5677539deef45dd1c2b1/retail-investor-aif-application-form-section-1__q-5f19b864d3.docx,2d4d04d71a100fb12bbebc0e55e7e86b69611f5f466e70ba557d3b0407695a64,346576,DOCX,office-0.3.0,markdown/2d/4d/2d4d04d71a100fb12bbebc0e55e7e86b69611f5f466e70ba557d3b0407695a64.md,26699,b67b51e8bafcb1d50480942cb895417d65f95d1f57d12514459ffd1b95aed700,ooxml-body-order 1.0,explicit-page-break,3,25474,15848,264,0,0,False,24309,0.0,13887,1.8342,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-10-partnership-agreement34b0cb134644629bacc1ff0000269695.docx?sfvrsn=d7e8a91d_15,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-10-partnership-agreement34b0cb134644629bacc1ff0000269695.docx?sfvrsn=d7e8a91d_15,1,files/www.centralbank.ie/_long/2be16b66e6d886d2a6cb1d65/retail-investor-aif-application-form-section-10-partnership-.docx,c2f93d5813a9ff00e81ad49e486f12d2505df44d795a2cd244f2ba54455755e8,400161,DOCX,office-0.3.0,markdown/c2/f9/c2f93d5813a9ff00e81ad49e486f12d2505df44d795a2cd244f2ba54455755e8.md,92511,cbbe741ec3be8918913e67e623bce50b3899b43fe6450b1274f7bafa4f08e588,ooxml-body-order 1.0,explicit-page-break,2,91227,52394,575,0,0,False,91146,0.0,42342,2.1545,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-11.doc?sfvrsn=48b7ad1d_4,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-11.doc?sfvrsn=48b7ad1d_4,1,files\www.centralbank.ie\_long\82e74bafb63b282322112acc\retail-investor-aif-application-form-section-11__q-2696b81330.doc,5f35d38ee885f083f8456639af3a64f271db437b77b5848bbb2e9ddf97b9b5c3,392192,DOC,,markdown/5f/35/5f35d38ee885f083f8456639af3a64f271db437b77b5848bbb2e9ddf97b9b5c3.md,9932,59746d2ea9cee5a33de15dbd99094d99c6b625549afb74228c169bae49aae58e,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,8769,7009,165,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-12-aifm-agreement80b0cb134644629bacc1ff0000269695.doc?sfvrsn=c1e8a91d_5,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-12-aifm-agreement80b0cb134644629bacc1ff0000269695.doc?sfvrsn=c1e8a91d_5,1,files\www.centralbank.ie\_long\f6f16c0065c8e975f8c0c486\retail-investor-aif-application-form-section-12-aifm-agreemen.doc,baa21eab2ad44de1a81a780751226182e43b2482b2d7674c82be5403115671d1,376320,DOC,,markdown/ba/a2/baa21eab2ad44de1a81a780751226182e43b2482b2d7674c82be5403115671d1.md,5652,ef9331c902556614dc309cbc811db5959237473e185297403ad3bbea1d29b038,libreoffice-headless version-unrecorded-pre-v5.2,single-pseudo-page,1,4417,3366,121,0,0,False,,,,,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-13-risk-management-process.docx?sfvrsn=3fc8ac1d_8,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-13-risk-management-process.docx?sfvrsn=3fc8ac1d_8,1,files/www.centralbank.ie/_long/534f80c412839eeb7f8838ac/retail-investor-aif-application-form-section-13-risk-managem.docx,12f4a298ab783b3b6b1ff33bba14bce30f839422cf22cd022e6774924c72099c,304573,DOCX,office-0.3.0,markdown/12/f4/12f4a298ab783b3b6b1ff33bba14bce30f839422cf22cd022e6774924c72099c.md,8372,1de84b90fe604a745602445f1a4bafc2b3e84f9f527e106740cb6420d608431f,ooxml-body-order 1.0,explicit-page-break,3,7151,4581,129,0,0,False,6830,0.0,4022,1.7775,success,,
https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-2-prospectus.docx?sfvrsn=b3e8a91d_24,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/funds/aifs/forms-(aifs)/retail-investor-aif-application-form-section-2-prospectus.docx?sfvrsn=b3e8a91d_24,1,files/www.centralbank.ie/_long/92655e5212d31211a7a08a8a/retail-investor-aif-application-form-section-2-prospectus__q.docx,d791a006935cf66b50435adea8d840637f4d0d327c3125dd04e82e768bbcfb26,598919,DOCX,office-0.3.0,markdown/d7/91/d791a006935cf66b50435adea8d840637f4d0d327c3125dd04e82e768bbcfb26.md,195903,5244e685a5cae533ca16effd394f800836dd29a41395ac28424f6ea7fe73d231,ooxml-body-order 1.0,explicit-page-break,2,194598,111174,1553,0,0,False,194540,0.0073,88013,2.211,success,,
