document_id,source_sha256,page_number,characters,method,authorship,title
cbi:d62fe1c10132209cb8b34e4db940f50b6865fed5882c79b60fdf7ab603fbfa02,d62fe1c10132209cb8b34e4db940f50b6865fed5882c79b60fdf7ab603fbfa02,26,619,ocr,stakeholder,Bank of Ireland Group
cbi:ac6e5efab65c69d14c31acc2af00041706dd62653c810b0c027908b9eaecc263,ac6e5efab65c69d14c31acc2af00041706dd62653c810b0c027908b9eaecc263,1,415,ocr,stakeholder,SUBMISSION on BUDGET 2015  By IPAV June 2014
cbi:4cff1aef41c4507ce12a5f3462e4100a34fcfe02df4d7cace50d64d3ed12a1c7,4cff1aef41c4507ce12a5f3462e4100a34fcfe02df4d7cace50d64d3ed12a1c7,1,218,ocr,stakeholder,JLT
cbi:4cff1aef41c4507ce12a5f3462e4100a34fcfe02df4d7cace50d64d3ed12a1c7,4cff1aef41c4507ce12a5f3462e4100a34fcfe02df4d7cace50d64d3ed12a1c7,19,589,ocr,stakeholder,JLT
cbi:f97c42f4bcedce062b0fbabefd8da26e6556726bc1fd313a1cea0f16f31fff36,f97c42f4bcedce062b0fbabefd8da26e6556726bc1fd313a1cea0f16f31fff36,5,580,ocr,stakeholder,Microsoft Word - GE Response to CP90 - 30 Jan 15.docx
cbi:d2cdac72c980ec9f2d6e712dbdd1ddfa0fb2b7659babe3e026a9eb183e602921,d2cdac72c980ec9f2d6e712dbdd1ddfa0fb2b7659babe3e026a9eb183e602921,1,2059,ocr,stakeholder,13 April 2015.
cbi:be40fd9a9ecbf452a6b8d9055a0a6ced0f2ff6054f503f69d0f9d58f7d952278,be40fd9a9ecbf452a6b8d9055a0a6ced0f2ff6054f503f69d0f9d58f7d952278,94,138,ocr,central-bank,Central Bank Annual Performance Statement 2018-2019
cbi:a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,256,1892,ocr,central-bank,Central Bank Annual Report 2018
cbi:a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,257,1934,ocr,central-bank,Central Bank Annual Report 2018
cbi:a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,258,1687,ocr,central-bank,Central Bank Annual Report 2018
cbi:a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,259,2143,ocr,central-bank,Central Bank Annual Report 2018
cbi:a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,a1e16d1a3b3abb89ff51f3ffa17662addf919b1a5db1eeb254e2c33ee618b776,260,4624,ocr,central-bank,Central Bank Annual Report 2018
cbi:2ea3be18f6c2e034ccbf6cff462b5f3300a88ebf1d6df7e90dc486b323ebe540,2ea3be18f6c2e034ccbf6cff462b5f3300a88ebf1d6df7e90dc486b323ebe540,1,113,ocr,central-bank,Annual Report 2021 and Annual Performance Statement 2021-2022
cbi:e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,1,101,ocr,central-bank,Annual Report 2024 and Annual Performance Statement 2024-2025
cbi:e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,185,1982,ocr,central-bank,Annual Report 2024 and Annual Performance Statement 2024-2025
cbi:e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,186,4971,ocr,central-bank,Annual Report 2024 and Annual Performance Statement 2024-2025
cbi:e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,187,2927,ocr,central-bank,Annual Report 2024 and Annual Performance Statement 2024-2025
cbi:e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,188,3329,ocr,central-bank,Annual Report 2024 and Annual Performance Statement 2024-2025
cbi:e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,e2e0e7602c509777baea546be2193aa393f9cf2d08c3eebc070784ddf8bc60e2,189,2068,ocr,central-bank,Annual Report 2024 and Annual Performance Statement 2024-2025
cbi:a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,180,2829,ocr,central-bank,Annual Report 2025 and Annual Performance Statement 2025-2026
cbi:a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,181,654,ocr,central-bank,Annual Report 2025 and Annual Performance Statement 2025-2026
cbi:a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,182,2984,ocr,central-bank,Annual Report 2025 and Annual Performance Statement 2025-2026
cbi:a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,183,3545,ocr,central-bank,Annual Report 2025 and Annual Performance Statement 2025-2026
cbi:a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,184,1334,ocr,central-bank,Annual Report 2025 and Annual Performance Statement 2025-2026
cbi:a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,a550cc63d2face182be97526604ad071a58bf6049e2b4ac438141f2b6b202a2c,185,110,ocr,central-bank,Annual Report 2025 and Annual Performance Statement 2025-2026
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,17,2348,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,18,3803,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,19,3943,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,20,686,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,63,2600,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,64,3272,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,70,2761,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,71,661,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,84,456,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,85,478,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,86,306,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,87,138,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,3aa7e0da7d29ce96f2223c1a3bef3f02f432b19fd801e151e59bb939c0a7cb5c,88,7,ocr,central-bank,Strategic Plan 2019-2021 Public Engagement Submissions
cbi:813f5f82e6799090af6e6596c6b8886823b21b85518e82257cfbc4638dd54d34,813f5f82e6799090af6e6596c6b8886823b21b85518e82257cfbc4638dd54d34,1,1186,ocr,central-bank,letter to the tánaiste and minister for finance simon harris national payments strategy annual updat
cbi:1da7b86379daf7d2020997f8a7d361996bae9a42bf46e84255eaeda0187efa9e,1da7b86379daf7d2020997f8a7d361996bae9a42bf46e84255eaeda0187efa9e,4,75,ocr,central-bank,Response to Oireachtas Committee on Finance Public Expenditure and Reform and Taoiseach on the Consu
cbi:67084c94d6b7a9b06f40d389c96bc5e98d8707a96b37392af01dd6d874d863ef,67084c94d6b7a9b06f40d389c96bc5e98d8707a96b37392af01dd6d874d863ef,1,403,ocr,central-bank,2024-11-01_Deputy McGuinness_Appendix
cbi:f378f1819767c81488e5b594ae31b3fb285ca26ef3dca0c7f8af67f9406df7df,f378f1819767c81488e5b594ae31b3fb285ca26ef3dca0c7f8af67f9406df7df,1,695,ocr,central-bank,"Response to Committee on Finance, Public Expenditure"
cbi:2ed87d47dbeb79419959349bfd574ff47986e7ce20981698c1faf689263d0e77,2ed87d47dbeb79419959349bfd574ff47986e7ce20981698c1faf689263d0e77,5,80,ocr,central-bank,Response to Pearse Doherty TD on COVID-19 and Business Interruption Insurance published on 18 March 
cbi:b31f7bd2a809969e1abd464257e08e98723128c43efcd52fcfee07d4afc4d5eb,b31f7bd2a809969e1abd464257e08e98723128c43efcd52fcfee07d4afc4d5eb,10,21,ocr,stakeholder,Availability and Choice- Effective Market Functioning
cbi:c7eb2563891fca42ac2b154ae115dbf973e716d8e572eb25b3c86a25539d3cf6,c7eb2563891fca42ac2b154ae115dbf973e716d8e572eb25b3c86a25539d3cf6,19,1247,ocr,central-bank,This submission expands on these keys points.
cbi:be98c8be60799af318dba01929d9b81c1e0be68171a2a174ed82f92fa1865e73,be98c8be60799af318dba01929d9b81c1e0be68171a2a174ed82f92fa1865e73,4,364,ocr,stakeholder,Response to your discussion paper on Consumer Protection Code and the Digitalisation of Financial Se
cbi:ec3f6d71077ac7ac5b2d11d9b031c77ed1231829de82b1e5c250993a73222a1c,ec3f6d71077ac7ac5b2d11d9b031c77ed1231829de82b1e5c250993a73222a1c,19,90,ocr,central-bank,"Vol 2023, No.3 Transmission of monetary policy: Bank interest rate pass-through in Ireland and the e"
cbi:c0433e25b73288b09a6efa638ef2995dcb12cf5b71b05ba236fb94b03d8753f7,c0433e25b73288b09a6efa638ef2995dcb12cf5b71b05ba236fb94b03d8753f7,1,300,ocr,central-bank,Financial Stability Review 2019 II
cbi:0acfc27ac7ef922f8caa271c01185a10cc83619fde57abffc7f4f9dfb646d918,0acfc27ac7ef922f8caa271c01185a10cc83619fde57abffc7f4f9dfb646d918,18,1261,ocr,central-bank,Financial Stability Review 2021 I - Analyst Briefing
cbi:748c729745c062a18a9d8772e6fa316b4d9da76bb84444b94f1d55104a2b322a,748c729745c062a18a9d8772e6fa316b4d9da76bb84444b94f1d55104a2b322a,15,1201,ocr,central-bank,Financial Stability Review 2021: II Presentation
cbi:cb3391e6f7eb7eb7853e5bc55c6e5bb99555cf8902931ea3fa3d25d356436fb5,cb3391e6f7eb7eb7853e5bc55c6e5bb99555cf8902931ea3fa3d25d356436fb5,1,49,ocr,central-bank,Financial Stability Review 2021 II
cbi:16957b6fe582d3f1cf0354b6f61a4ab7a0bf056f21915d386a15fdda6866dbaf,16957b6fe582d3f1cf0354b6f61a4ab7a0bf056f21915d386a15fdda6866dbaf,1,85,ocr,central-bank,FSR 2022 I Presentation
cbi:0691ea0b7ea16d7663639dbf46bb689fcabb59801f2642212112523da8eeddb2,0691ea0b7ea16d7663639dbf46bb689fcabb59801f2642212112523da8eeddb2,1,275,ocr,central-bank,Financial Stability Review 2022: I
cbi:01d6bf5a7e4acc6b74f57be59306998de10f4ea52d541cfc52e5496568404d7f,01d6bf5a7e4acc6b74f57be59306998de10f4ea52d541cfc52e5496568404d7f,1,236,ocr,central-bank,Financial Stability Review 2022 II
cbi:5f31ad062812118ffa5602858b140b4c339673ed9143152d18999ad82589ec87,5f31ad062812118ffa5602858b140b4c339673ed9143152d18999ad82589ec87,1,191,ocr,central-bank,Financial Stability Review 2023 I
cbi:034fb07140f25067c04a55c80bd6b42c5bc88bd38238f453cca8afb7c2103fd6,034fb07140f25067c04a55c80bd6b42c5bc88bd38238f453cca8afb7c2103fd6,1,238,ocr,central-bank,Financial Stability Review 2023: II
cbi:d5abb33c90596d5f5a28108d7d46257a575b76ea1b2981e28e9a5d4a51f95094,d5abb33c90596d5f5a28108d7d46257a575b76ea1b2981e28e9a5d4a51f95094,1,267,ocr,central-bank,Financial Stability Review 2024: I
cbi:c30d0038022309c7b0936da9bc9d4dd5be6870fa1e711b27be9b6d8779784376,c30d0038022309c7b0936da9bc9d4dd5be6870fa1e711b27be9b6d8779784376,1,62,ocr,central-bank,Financial Stability Review 2025: I
cbi:186b57538ae649c4d69bedad699c9f5756a2fa56ec61535334f37bc3a38b7376,186b57538ae649c4d69bedad699c9f5756a2fa56ec61535334f37bc3a38b7376,1,72,ocr,central-bank,Financial Stability Review 2025: II
cbi:802094b06ad157f8f8a84863622c85ea026a8ca975fab44733e041aa60ba7e90,802094b06ad157f8f8a84863622c85ea026a8ca975fab44733e041aa60ba7e90,1,86,ocr,central-bank,Financial Stability Review 2026: I
cbi:edcb5c6f881f18fe7522b2fb38c94d948abdb826d29ba65adf3bbae72ea082f6,edcb5c6f881f18fe7522b2fb38c94d948abdb826d29ba65adf3bbae72ea082f6,1,102,ocr,central-bank,FSR 2020 II technical briefing 
cbi:edcb5c6f881f18fe7522b2fb38c94d948abdb826d29ba65adf3bbae72ea082f6,edcb5c6f881f18fe7522b2fb38c94d948abdb826d29ba65adf3bbae72ea082f6,31,1047,ocr,central-bank,FSR 2020 II technical briefing 
cbi:807bcc290cd2741c4ae0efadd57b4c46096d4adb3e26e287047e4b41c1784d6a,807bcc290cd2741c4ae0efadd57b4c46096d4adb3e26e287047e4b41c1784d6a,1,201,ocr,central-bank,FSR 2024 I Special Feature Commercial Real Estate - A Macro-Financial Assessment
cbi:de1125a484893abb05a7a8b94ca77e1c4c0d6109968d3c9b13c709acbd22211b,de1125a484893abb05a7a8b94ca77e1c4c0d6109968d3c9b13c709acbd22211b,1,47,ocr,central-bank,FSR 2020:I Proposed Structure
cbi:8353fd8f7fa6f2fbb519080f57abc08b19b9bc9019d68a9ca7f8ec32bb086a88,8353fd8f7fa6f2fbb519080f57abc08b19b9bc9019d68a9ca7f8ec32bb086a88,1,156,ocr,central-bank,FSR 2025 I Analyst Briefing
cbi:8353fd8f7fa6f2fbb519080f57abc08b19b9bc9019d68a9ca7f8ec32bb086a88,8353fd8f7fa6f2fbb519080f57abc08b19b9bc9019d68a9ca7f8ec32bb086a88,19,493,ocr,central-bank,FSR 2025 I Analyst Briefing
cbi:4d60d5d9e5c4af0428197be43a95d2dde90002d5a20747df010242474299cf76,4d60d5d9e5c4af0428197be43a95d2dde90002d5a20747df010242474299cf76,1,175,ocr,central-bank,FSR 2025 I Presentation
cbi:4d60d5d9e5c4af0428197be43a95d2dde90002d5a20747df010242474299cf76,4d60d5d9e5c4af0428197be43a95d2dde90002d5a20747df010242474299cf76,12,493,ocr,central-bank,FSR 2025 I Presentation
cbi:9298bba05cb1d54a6ceb91bebeacba5f823e3926ffeacdbd216930b298c607f4,9298bba05cb1d54a6ceb91bebeacba5f823e3926ffeacdbd216930b298c607f4,1,60,ocr,central-bank,FSR 2026 I Presentation
cbi:b6f017a7ec9eb9349b01fe84d1a24a71b90ae663a8bbb4de9395231350ee2b23,b6f017a7ec9eb9349b01fe84d1a24a71b90ae663a8bbb4de9395231350ee2b23,1,180,ocr,central-bank,Forward-looking assessments of retail bank resilience 
cbi:a6adb8aa1619cdfa9afdc5110ef2f8c3efd8ec2c12ed2dd1489fcd6ae727a6c8,a6adb8aa1619cdfa9afdc5110ef2f8c3efd8ec2c12ed2dd1489fcd6ae727a6c8,1,632,ocr,central-bank,Quarterly Bulletin - Q4 2019
cbi:398bd16ab71d7ed086683047fb92d43b3badb9012ffc1663b1a957d52817ae18,398bd16ab71d7ed086683047fb92d43b3badb9012ffc1663b1a957d52817ae18,1,125,ocr,central-bank,Quarterly Bulletin 2 2023
cbi:d24a454aa4dffc9c09afde3351fc7e639e9ae4258317f9843f602607d765f9f2,d24a454aa4dffc9c09afde3351fc7e639e9ae4258317f9843f602607d765f9f2,1,210,ocr,central-bank,Quarterly Bulletin Q3 2023
cbi:25e57857340896c4d42c9ede6e6d69dfbafaa311d918601c34f0c6dab9c3daee,25e57857340896c4d42c9ede6e6d69dfbafaa311d918601c34f0c6dab9c3daee,1,210,ocr,central-bank,Quarterly Bulletin Q4 2023
cbi:81ac4d3118b51b449a83dd77c3e27e9c213961ef20c106581aa148afb16f777f,81ac4d3118b51b449a83dd77c3e27e9c213961ef20c106581aa148afb16f777f,1,278,ocr,central-bank,"Behavioural Economics and Public Policy-Making (Byrne, Devine and McCarthy)"
cbi:00fffca73279f2a8ca25f60dbdb4bc4632fdf1de350e170950f9e142ab7e6b84,00fffca73279f2a8ca25f60dbdb4bc4632fdf1de350e170950f9e142ab7e6b84,1,156,ocr,central-bank,"Earnings growth under high inflation (Boyd, Keenan and McIndoe-Calder)"
cbi:a93e4d5dcffbd35b62aad642159469125fee01e0d0687a69fddef5967fc66111,a93e4d5dcffbd35b62aad642159469125fee01e0d0687a69fddef5967fc66111,1,323,ocr,central-bank,QB Signed Article - Household Economic Resilience
cbi:91635bc624ad0e89893b574d975c47ba0ea11c0db5af2cf29ad2841ff9c4d962,91635bc624ad0e89893b574d975c47ba0ea11c0db5af2cf29ad2841ff9c4d962,1,362,ocr,central-bank,"Labour Market Recovery Boyd, Byrne, Keenan, McIndoe-Calder"
cbi:55a20c00180237875e61a77b623fb7a80ffaa9f8c2963cc534334265f5e8ec47,55a20c00180237875e61a77b623fb7a80ffaa9f8c2963cc534334265f5e8ec47,1,434,ocr,central-bank,The Macroeconomic Implications of Climate Change for Central Banks (McInerney)
cbi:31716fa7f17db572afedc07bfc3d8b486d78e028450252357b37c105ab00fe59,31716fa7f17db572afedc07bfc3d8b486d78e028450252357b37c105ab00fe59,1,314,ocr,central-bank,"Managing the Public Finances in Uncertain Times (Conefrey, Hickey, Staunton and Walsh)"
cbi:960ae7cf51ba0db821ba686376eed69a54bf55e362f6b5dcfc70402dd1c9fce7,960ae7cf51ba0db821ba686376eed69a54bf55e362f6b5dcfc70402dd1c9fce7,1,114,ocr,central-bank,Managing the Public Finances in a Full-Employment Economy
cbi:3d865c000c0cd5d944ab967d02e0b00d9f9e26d3a1d470ed96542faae8fb577f,3d865c000c0cd5d944ab967d02e0b00d9f9e26d3a1d470ed96542faae8fb577f,1,98,ocr,central-bank,"The Role of the ICT Services Sector in the Irish Economy (Conefrey, Keenan, O'Grady and Stauton)"
cbi:2e9bd0d2266cddd2fabc303ea9c8b920716ed803a4a79953e72e76e5a3d00850,2e9bd0d2266cddd2fabc303ea9c8b920716ed803a4a79953e72e76e5a3d00850,30,92,ocr,central-bank,02RT21 Simulating business failures through the liquidity and solvency channels:
cbi:ff3b1317036fb1bc137a86ccecbe9a000c28307104703c39f316e8622f4d6729,ff3b1317036fb1bc137a86ccecbe9a000c28307104703c39f316e8622f4d6729,1,125,ocr,central-bank,SME Viability in the COVID-19 Recovery (002)
cbi:ff3b1317036fb1bc137a86ccecbe9a000c28307104703c39f316e8622f4d6729,ff3b1317036fb1bc137a86ccecbe9a000c28307104703c39f316e8622f4d6729,31,138,ocr,central-bank,SME Viability in the COVID-19 Recovery (002)
cbi:f9a0745c298ab0847fc955509661669960708b7eb0e86be3d30e2c4aea100924,f9a0745c298ab0847fc955509661669960708b7eb0e86be3d30e2c4aea100924,21,5,ocr,central-bank,REQ Guidance Materials
cbi:b04325ef79144a955e8b0e8d6569aa6578dc3573004a64ab8db182be7ad41da0,b04325ef79144a955e8b0e8d6569aa6578dc3573004a64ab8db182be7ad41da0,1,47,ocr,central-bank,Consumer Protection Outlook Report 2021
cbi:00d390cfa0eeddfd2210c2244c0ff914902581f6351124489cd2638bf51d0239,00d390cfa0eeddfd2210c2244c0ff914902581f6351124489cd2638bf51d0239,1,77,ocr,central-bank,Consumer Protection Outlook Report 2022
cbi:fa0d3e9a7e19858b7796344d928713ff251b0e0aa71c83c37b496e45edabb34b,fa0d3e9a7e19858b7796344d928713ff251b0e0aa71c83c37b496e45edabb34b,15,12,ocr,central-bank,Insurance Regulations 2022 - Q+A updated May 2022
cbi:9c78dc2f9a435ffb0538bd78d770bcab1758c40786a08e87fae3b9eaefc4e3f9,9c78dc2f9a435ffb0538bd78d770bcab1758c40786a08e87fae3b9eaefc4e3f9,2,1025,ocr,central-bank,Publication of Additional Consumer Protection Requirements for Debt Management Firms 21/11/2014
cbi:da55c88bb22ed69406e017232e738e08d95f746d3e9728b32d66688fa2cb3490,da55c88bb22ed69406e017232e738e08d95f746d3e9728b32d66688fa2cb3490,1,111,ocr,central-bank,Consumer Protection Code Review Discussion Paper
cbi:de5e1c813c0a7b9165ed6fe5e5ce5b99113b507a119b37fa64f0de278a9fde12,de5e1c813c0a7b9165ed6fe5e5ce5b99113b507a119b37fa64f0de278a9fde12,93,91,ocr,central-bank,Guide to Submitting DORA Registers on the Central Bank of Ireland Portal
cbi:71b2a48828daa6c4c34cdb68307e825d99eee48aed6b731086e6cf8a8b55e623,71b2a48828daa6c4c34cdb68307e825d99eee48aed6b731086e6cf8a8b55e623,26,5,ocr,central-bank,Instructions and Guidance for the Submission of Virtual Asset Service Providers Registration Forms a
cbi:52a9421e30e0627c13d5cc2ecaee6f688414598f99942c6a0989f7099def08e7,52a9421e30e0627c13d5cc2ecaee6f688414598f99942c6a0989f7099def08e7,4,75,ocr,central-bank,By email
cbi:b95d7c04732efc5b7b0cff99c2e97997f32ec2ef20e2f7d41fa76127b6056f54,b95d7c04732efc5b7b0cff99c2e97997f32ec2ef20e2f7d41fa76127b6056f54,28,109,ocr,central-bank,Fitness and Probity Gatekeeper Process Manual
cbi:b15a17b4501b823999a54260629d361b2e9b3905a7f8a9a48eba99fa33ae9664,b15a17b4501b823999a54260629d361b2e9b3905a7f8a9a48eba99fa33ae9664,1,176,ocr,central-bank,Credit Union Information Seminars – 2015  17 November – 30 November 2015
cbi:9b949307f2c8c775f03dc108c059e4f8a68f5003ea58f763871f7493890cc400,9b949307f2c8c775f03dc108c059e4f8a68f5003ea58f763871f7493890cc400,18,137,ocr,central-bank,"Welcome to Cash Cycle Seminar Lucy O’Donoghue, Central Bank of Ireland"
cbi:55399627008a2287f2d45a41db98c926ceeea0ba683de9cefab2d7529203d25f,55399627008a2287f2d45a41db98c926ceeea0ba683de9cefab2d7529203d25f,1,123,ocr,central-bank,Credit Union Information Seminars – 2015  17 November – 30 November 2015
cbi:719e3d2d0130e08e3d9d172c9f20a612891c9d8221f98614ca61cd8cb1f67751,719e3d2d0130e08e3d9d172c9f20a612891c9d8221f98614ca61cd8cb1f67751,45,80,ocr,central-bank,Guidance for Fund Profile Return Vol 2.1 May 2022
cbi:98290b9ea665ea1be55a19e187e3d0ac58c30041bd9746a86c295de333ac99b7,98290b9ea665ea1be55a19e187e3d0ac58c30041bd9746a86c295de333ac99b7,7,73,ocr,central-bank,Industry Letter - 2022 ESMA Common Supervisory Action on Asset Valuation
cbi:66514b78e9e9961972047dccfc825b5b2ab93c83f229669d49f52a2016895cf7,66514b78e9e9961972047dccfc825b5b2ab93c83f229669d49f52a2016895cf7,5,90,ocr,central-bank,Umbrella Standalone Sub-Fund Revocation Application Form
cbi:db1c15d86a676dbf196c3cf372ee1103b4b1baa0be65dedfac34c326e853073d,db1c15d86a676dbf196c3cf372ee1103b4b1baa0be65dedfac34c326e853073d,6,174,ocr,central-bank,"Guideline for Life Insurance Undertakings, Non-Life Insurance Undertakings and Reinsurance Undertaki"
cbi:e313fb10f75bfe5e976249d7449c9407ff79abb4b75d87dccc3ee366e5285052,e313fb10f75bfe5e976249d7449c9407ff79abb4b75d87dccc3ee366e5285052,1,1905,ocr,central-bank,Corporate Governance Standards - Themed Inspection of Investment Firms 2012
cbi:e313fb10f75bfe5e976249d7449c9407ff79abb4b75d87dccc3ee366e5285052,e313fb10f75bfe5e976249d7449c9407ff79abb4b75d87dccc3ee366e5285052,2,892,ocr,central-bank,Corporate Governance Standards - Themed Inspection of Investment Firms 2012
cbi:bafbf0ee2b97d933d30716d1b9d7012bbeb6975e1fc67b6232063c5cd14681f5,bafbf0ee2b97d933d30716d1b9d7012bbeb6975e1fc67b6232063c5cd14681f5,45,5,ocr,central-bank,Implementation of Competent Authority Discretions in the IFD Regulations and the IFR
cbi:5468589850b1d583aaa2d4b8dc0eeb5d28b5aef14eb2be0d70aafdf1481789d3,5468589850b1d583aaa2d4b8dc0eeb5d28b5aef14eb2be0d70aafdf1481789d3,1,1905,ocr,central-bank,Microsoft Word - Final Thematic Indusry Final
cbi:5468589850b1d583aaa2d4b8dc0eeb5d28b5aef14eb2be0d70aafdf1481789d3,5468589850b1d583aaa2d4b8dc0eeb5d28b5aef14eb2be0d70aafdf1481789d3,2,892,ocr,central-bank,Microsoft Word - Final Thematic Indusry Final
cbi:ebb86e887e7694e7c1e61f36afcea48451ad2f562a3f5238051914367c40fa0b,ebb86e887e7694e7c1e61f36afcea48451ad2f562a3f5238051914367c40fa0b,1,225,ocr,central-bank,Innovation Hub Update - 2018
cbi:8fb4e5f80707e3bb7a31392e759673ec718c4621e68e5fc69a9139b909ed7c7d,8fb4e5f80707e3bb7a31392e759673ec718c4621e68e5fc69a9139b909ed7c7d,4,1811,ocr,central-bank,Statistical Release 4 April 2016
